search_item,search_lat,search_lon,URL,url_lat,url_lon,distance_km,within_7km
"IELTS Coaching or Tuition Institutes in Gol Market, Delhi",28.6349601,77.1939607,https://www.google.com/maps/place/Admissify+Edutech+Pvt.+Ltd./data=!4m7!3m6!1s0x390d025798555555:0x6615718388035056!8m2!3d28.6604941!4d77.1475984!16s%2Fg%2F11ddzqdx9z!19sChIJVVVVmFcCDTkRVlADiINxFWY?authuser=0&hl=en&rclk=1,28.6604941,77.1475984,5.34,YES
"IELTS Coaching or Tuition Institutes in Gol Market, Delhi",28.6349601,77.1939607,https://www.google.com/maps/place/Youth+Classes+%26+Culture/data=!4m7!3m6!1s0x390d0391e277943f:0x3a98495a87a1aca!8m2!3d28.6519186!4d77.1876853!16s%2Fg%2F11s4g4vdhg!19sChIJP5R34pEDDTkRyhp6qJWEqQM?authuser=0&hl=en&rclk=1,28.6519186,77.1876853,1.98,YES
"IELTS Coaching or Tuition Institutes in Gol Market, Delhi",28.6349601,77.1939607,https://www.google.com/maps/place/AHZ+Delhi/data=!4m7!3m6!1s0x390ce15176e71807:0x7239f4a91c3a6e6a!8m2!3d28.6273343!4d77.2217408!16s%2Fg%2F11pwvx59fn!19sChIJBxjndlHhDDkRam46HKn0OXI?authuser=0&hl=en&rclk=1,28.6273343,77.2217408,2.84,YES
"IELTS Coaching or Tuition Institutes in Gol Market, Delhi",28.6349601,77.1939607,"https://www.google.com/maps/place/I-View+Academy,+Delhi+%7C+Coaching+Center/data=!4m7!3m6!1s0x390d031afdd642a9:0x2fbd23dae34f8499!8m2!3d28.6921653!4d77.1689608!16s%2Fg%2F11t499p9sw!19sChIJqULW_RoDDTkRmYRP49ojvS8?authuser=0&hl=en&rclk=1",28.6921653,77.1689608,6.81,YES
"IELTS Coaching or Tuition Institutes in Gol Market, Delhi",28.6349601,77.1939607,https://www.google.com/maps/place/The+Instituto+Cervantes+-+New+Delhi/data=!4m7!3m6!1s0x390cfd49855b25b5:0x6674e8a99911e114!8m2!3d28.6298946!4d77.2158891!16s%2Fg%2F1xgrl9zt!19sChIJtSVbhUn9DDkRFOERmanodGY?authuser=0&hl=en&rclk=1,28.6298946,77.2158891,2.21,YES
"IELTS Coaching or Tuition Institutes in Gol Market, Delhi",28.6349601,77.1939607,"https://www.google.com/maps/place/Speak+first+-+Spoken+English+Classes,+Top+Public+Speaking,+Personality+Development+Training+Classes+in+Delhi/data=!4m7!3m6!1s0x390d0355e239c443:0xbb43efe14e38037b!8m2!3d28.6538548!4d77.1482216!16s%2Fg%2F11ydhlt8w1!19sChIJQ8Q54lUDDTkRewM4TuHvQ7s?authuser=0&hl=en&rclk=1",28.6538548,77.1482216,4.93,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/LearninGuru+%7C+Study+Abroad+and+Immigration+Consultancy/data=!4m7!3m6!1s0x390ce25b1263dab5:0x78832fc12ef6ae66!8m2!3d28.6055099!4d77.2943306!16s%2Fg%2F11b6sj_mrj!19sChIJtdpjElviDDkRZq72LsEvg3g?authuser=0&hl=en&rclk=1,28.6055099,77.2943306,6.69,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/IELTS+Institute/data=!4m7!3m6!1s0x390ce3f10995be9d:0x8931f255837b166a!8m2!3d28.558061!4d77.20635!16s%2Fg%2F11mwjpgcr7!19sChIJnb6VCfHjDDkRahZ7g1XyMYk?authuser=0&hl=en&rclk=1,28.558061,77.20635,4.87,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/IELTS+COACHING+%7C+English+Speaking+Course+In+Laxmi+Nagar/data=!4m7!3m6!1s0x390cfd247c4b83f9:0x1fc7cb1447e328da!8m2!3d28.6323539!4d77.2797512!16s%2Fg%2F11c6cfb7_t!19sChIJ-YNLfCT9DDkR2ijjRxTLxx8?authuser=0&hl=en&rclk=1,28.6323539,77.2797512,6.45,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/Essence+Point%7CIELTS%7CPTE%7CGERMAN%7CCoaching+Classes+in+Laxminagar/data=!4m7!3m6!1s0x390cfd0dc6fe18ad:0x8f5a6d2e02e33538!8m2!3d28.6345999!4d77.2843631!16s%2Fg%2F11gk10t8nn!19sChIJrRj-xg39DDkRODXjAi5tWo8?authuser=0&hl=en&rclk=1,28.6345999,77.2843631,6.96,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/CEA/data=!4m7!3m6!1s0x390cfd4c6cf612f1:0xb854abcdc8075c55!8m2!3d28.6315748!4d77.2795649!16s%2Fg%2F11g1lrs0zl!19sChIJ8RL2bEz9DDkRVVwHyM2rVLg?authuser=0&hl=en&rclk=1,28.6315748,77.2795649,6.39,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/Cambridge+English+Academy+%28+CEA+%29+India+Pvt.Ltd/data=!4m7!3m6!1s0x390cfcaef98d7baf:0xab9e79af8102fc2d!8m2!3d28.6322406!4d77.2800809!16s%2Fg%2F1vj5ylp4!19sChIJr3uN-a78DDkRLfwCga95nqs?authuser=0&hl=en&rclk=1,28.6322406,77.2800809,6.47,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/Lingua+Franca:+IELTS+and+spoken+English+center/data=!4m7!3m6!1s0x390ce3533cd65341:0xab772d77aba8ecd!8m2!3d28.630096!4d77.2775322!16s%2Fg%2F11dx8qj1rp!19sChIJQVPWPFPjDDkRzY66etdytwo?authuser=0&hl=en&rclk=1,28.630096,77.2775322,6.13,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/Britfort+Academy-+Best+IELTS%2FOET%2FPTE%2FTOEFL%2FSpoken+English+Coaching+in+Delhi+%7C+OET+%26+IELTS+Online+Training+in+New+Delhi/data=!4m7!3m6!1s0x390d0561ea5711c1:0x402fc06a66471abb!8m2!3d28.6306151!4d77.2776023!16s%2Fg%2F11lgxn45qh!19sChIJwRFX6mEFDTkRuxpHZmrAL0A?authuser=0&hl=en&rclk=1,28.6306151,77.2776023,6.17,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/BRITISH+EXPRESS+%7C+IELTS+%7C+Spoken+English%7C+French%7C+German%7C/data=!4m7!3m6!1s0x390cfcacdfda3531:0xdd42c739eebac01c!8m2!3d28.6304124!4d77.2778267!16s%2Fg%2F11b6b55kpt!19sChIJMTXa36z8DDkRHMC67jnHQt0?authuser=0&hl=en&rclk=1,28.6304124,77.2778267,6.17,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/BISL/data=!4m7!3m6!1s0x390cfd9607224661:0x48fb402172b9db40!8m2!3d28.6319406!4d77.2792587!16s%2Fg%2F11gjt5n1ll!19sChIJYUYiB5b9DDkRQNu5ciFA-0g?authuser=0&hl=en&rclk=1,28.6319406,77.2792587,6.38,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/BRITISH+LANGUAGE+INSTITUTE+%7C+IELTS+%7C+English+Speaking+Course+in+Laxmi+Nagar/data=!4m7!3m6!1s0x390cfdf496ee77e3:0xb11a686922aa3cba!8m2!3d28.6319649!4d77.2798735!16s%2Fg%2F11j1c_gr1c!19sChIJ43fulvT9DDkRujyqImloGrE?authuser=0&hl=en&rclk=1,28.6319649,77.2798735,6.43,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/Brilliant+Academy+of+Learning/data=!4m7!3m6!1s0x390cfd9f87e0ff1d:0xb0928986302f80a!8m2!3d28.6304596!4d77.2777997!16s%2Fg%2F11q3680v9c!19sChIJHf_gh5_9DDkRCvgCY5goCQs?authuser=0&hl=en&rclk=1,28.6304596,77.2777997,6.17,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,"https://www.google.com/maps/place/Happiness+Institute+of+English+Speaking,+Public+Speaking+and+Personality+Development/data=!4m7!3m6!1s0x390cfd1088c36957:0x2d51e1bb39041552!8m2!3d28.631136!4d77.2779408!16s%2Fg%2F11pr32qntc!19sChIJV2nDiBD9DDkRUhUEObvhUS0?authuser=0&hl=en&rclk=1",28.631136,77.2779408,6.23,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/kangokiwi+%7C+IELTS+%26+PTE+coaching/data=!4m7!3m6!1s0x390cfdb3ec9be02d:0x278e5f0bba8fcee9!8m2!3d28.6311702!4d77.2780009!16s%2Fg%2F11hz049vkd!19sChIJLeCb7LP9DDkR6c6Pugtfjic?authuser=0&hl=en&rclk=1,28.6311702,77.2780009,6.23,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/Classic+Language+Academy/data=!4m7!3m6!1s0x390cfde132b1d1d9:0xca41d99b2353293!8m2!3d28.6381531!4d77.2728455!16s%2Fg%2F11vc2crmg2!19sChIJ2dGxMuH9DDkRkzI1spkdpAw?authuser=0&hl=en&rclk=1,28.6381531,77.2728455,6.35,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/Career+English/data=!4m7!3m6!1s0x390ce3e46ec78ecd:0x759ed938184afd09!8m2!3d28.6207656!4d77.2836586!16s%2Fg%2F11fj2r2sqn!19sChIJzY7HbuTjDDkRCf1KGDjZnnU?authuser=0&hl=en&rclk=1,28.6207656,77.2836586,6.13,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/BRITISH-+FRENCH+%7C+GERMAN+CLASSES+IN+LAXMI+NAGAR/data=!4m7!3m6!1s0x390cfd99b74931df:0x2f4cc129f1ac5ea!8m2!3d28.6315236!4d77.2800807!16s%2Fg%2F11ltl89yz7!19sChIJ3zFJt5n9DDkR6sUanxLM9AI?authuser=0&hl=en&rclk=1,28.6315236,77.2800807,6.42,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/Niev+Education+-+Spoken+English+Classes+In+Delhi/data=!4m7!3m6!1s0x390ce4a11bffffff:0xfbd3f1fa88b818bc!8m2!3d28.6110527!4d77.2893025!16s%2Fg%2F11ggsg8k8g!19sChIJ____G6HkDDkRvBi4iPrx0_s?authuser=0&hl=en&rclk=1,28.6110527,77.2893025,6.31,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/CM+Education+Hub/data=!4m7!3m6!1s0x390cfd9d45c4bafd:0xa39757c0b02568d1!8m2!3d28.6312382!4d77.278983!16s%2Fg%2F11fj6jwzc2!19sChIJ_brERZ39DDkR0WglsMBXl6M?authuser=0&hl=en&rclk=1,28.6312382,77.278983,6.32,YES
"IELTS Coaching or Tuition Institutes in Golf Links, Delhi",28.5981977,77.2263378,https://www.google.com/maps/place/LEBO+Classes+-+Spoken+English+Classes/data=!4m7!3m6!1s0x390cfdc9261f7341:0x171af5c6f5900f8a!8m2!3d28.6365147!4d77.2831162!16s%2Fg%2F11lfgwn0k7!19sChIJQXMfJsn9DDkRig-Q9cb1Ghc?authuser=0&hl=en&rclk=1,28.6365147,77.2831162,6.99,YES
"IELTS Coaching or Tuition Institutes in Greater Kailash I, Delhi",28.5532713,77.2278239,https://www.google.com/maps/place/Vandana+Study+Centre/data=!4m7!3m6!1s0x390ce17fd8421f93:0x29e734548e916b7c!8m2!3d28.533888!4d77.242558!16s%2Fg%2F12ml2vsh7!19sChIJkx9C2H_hDDkRfGuRjlQ05yk?authuser=0&hl=en&rclk=1,28.533888,77.242558,2.59,YES
"IELTS Coaching or Tuition Institutes in Greater Kailash I, Delhi",28.5532713,77.2278239,https://www.google.com/maps/place/T.I.M.E./data=!4m7!3m6!1s0x390ce3cabc2e8b11:0x4825f7df3acb5495!8m2!3d28.5541775!4d77.2437636!16s%2Fg%2F124yndryq!19sChIJEYsuvMrjDDkRlVTLOt_3JUg?authuser=0&hl=en&rclk=1,28.5541775,77.2437636,1.56,YES
"IELTS Coaching or Tuition Institutes in Greater Kailash II, Delhi",28.5347242,77.2315283,https://www.google.com/maps/place/THE+EXUBERANT/data=!4m7!3m6!1s0x390ce308b0e1859f:0xbfd52fa551badc29!8m2!3d28.5520755!4d77.2402256!16s%2Fg%2F11x11w_4bs!19sChIJn4XhsAjjDDkRKdy6UaUv1b8?authuser=0&hl=en&rclk=1,28.5520755,77.2402256,2.11,YES
"IELTS Coaching or Tuition Institutes in Greater Kailash II, Delhi",28.5347242,77.2315283,https://www.google.com/maps/place/THE+BEST+IELTS+Coaching+Center+South+Delhi/data=!4m7!3m6!1s0x390ce3c3b08fd131:0x3455ab1243f0ec1c!8m2!3d28.5332981!4d77.2438572!16s%2Fg%2F11gxmvp__s!19sChIJMdGPsMPjDDkRHOzwQxKrVTQ?authuser=0&hl=en&rclk=1,28.5332981,77.2438572,1.21,YES
"IELTS Coaching or Tuition Institutes in Green Park, Delhi",28.5576739,77.1986732,https://www.google.com/maps/place/Best+English+Learning+Institute+in+Delhi+%7C+English+Speaking+Course+%7C+Launch+Pad+English/data=!4m7!3m6!1s0x390d03b6107461c5:0xf7566d11e5cd7849!8m2!3d28.558361!4d77.2081812!16s%2Fg%2F11ny1m1gs9!19sChIJxWF0ELYDDTkRSXjN5RFtVvc?authuser=0&hl=en&rclk=1,28.558361,77.2081812,0.93,YES
"IELTS Coaching or Tuition Institutes in Green Park, Delhi",28.5576739,77.1986732,https://www.google.com/maps/place/Studymate/data=!4m7!3m6!1s0x390ce3c502e42ded:0xbbc4bc3e307140a5!8m2!3d28.5617383!4d77.20098!16s%2Fg%2F11qqm0pfgg!19sChIJ7S3kAsXjDDkRpUBxMD68xLs?authuser=0&hl=en&rclk=1,28.5617383,77.20098,0.5,YES
"IELTS Coaching or Tuition Institutes in Gulmohar Park, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/NEXT+Learning+Center/data=!4m7!3m6!1s0x390ce26c70d2f2e3:0xe0e516bbef010a4b!8m2!3d28.5577496!4d77.2114922!16s%2Fg%2F11kpgdswrm!19sChIJ4_LScGziDDkRSwoB77sW5eA?authuser=0&hl=en&rclk=1,28.5577496,77.2114922,0.4,YES
"IELTS Coaching or Tuition Institutes in Gulmohar Park, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/IELTS+guroo/data=!4m7!3m6!1s0x390ce21c5591bf9b:0x1a67ac62dd18c65!8m2!3d28.5339798!4d77.2090201!16s%2Fg%2F11d_9d90sp!19sChIJm7-RVRziDDkRZYzRLcZ6pgE?authuser=0&hl=en&rclk=1,28.5339798,77.2090201,2.62,YES
"IELTS Coaching or Tuition Institutes in Gulmohar Park, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/iDreamCareer/data=!4m7!3m6!1s0x390ce25d2fda2ec9:0x603cb53f65b214be!8m2!3d28.5293586!4d77.1490504!16s%2Fg%2F11btx11r6c!19sChIJyS7aL13iDDkRvhSyZT-1PGA?authuser=0&hl=en&rclk=1,28.5293586,77.1490504,6.51,YES
"IELTS Coaching or Tuition Institutes in Gulmohar Park, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Mapmystudy/data=!4m7!3m6!1s0x390d1d9667209773:0x28dc24963ed103fe!8m2!3d28.535344!4d77.1523674!16s%2Fg%2F11b5vx9gjv!19sChIJc5cgZ5YdDTkR_gPRPpYk3Cg?authuser=0&hl=en&rclk=1,28.535344,77.1523674,5.92,YES
"IELTS Coaching or Tuition Institutes in Gulmohar Park, Delhi",28.5575086,77.2074357,"https://www.google.com/maps/place/SK+Vidyarthi+Classes%C2%AE+-+Home+Tuition,+Coaching+for+all+Subjects+1st+to+12th+%26+Govt.+Job+Exam/data=!4m7!3m6!1s0x390ce382dcffa437:0x6ceba8b94a04c4cf!8m2!3d28.5762238!4d77.2576482!16s%2Fg%2F11rbnkpv2r!19sChIJN6T_3ILjDDkRz8QESrmo62w?authuser=0&hl=en&rclk=1",28.5762238,77.2576482,5.33,YES
"IELTS Coaching or Tuition Institutes in Gulmohar Park, Delhi",28.5575086,77.2074357,"https://www.google.com/maps/place/Best+Canada+Immigration+Consultants+in+Delhi,+Visitor+Visa,+Australia+Immigration,+Canada+PR,+Australia+PR+-+Visas+Avenue/data=!4m7!3m6!1s0x390ce3c7bf195555:0xcce0b41b60513b18!8m2!3d28.5493134!4d77.2503636!16s%2Fg%2F1q6j3hkd8!19sChIJVVUZv8fjDDkRGDtRYBu04Mw?authuser=0&hl=en&rclk=1",28.5493134,77.2503636,4.29,YES
"IELTS Coaching or Tuition Institutes in Gulmohar Park, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Peerless+Immigration+Services/data=!4m7!3m6!1s0x390cfd0fbf39f587:0x76319fc26f1d43f!8m2!3d28.5497633!4d77.2499722!16s%2Fg%2F11kd8pwjrc!19sChIJh_U5vw_9DDkRP9TxJvwZYwc?authuser=0&hl=en&rclk=1,28.5497633,77.2499722,4.24,YES
"IELTS Coaching or Tuition Institutes in Gulmohar Park, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/EdNet+Consultants+Pvt+Ltd+-+Best+Overseas+Study+Abroad+Education+Consultants+in+Delhi/data=!4m7!3m6!1s0x390ce390be0de4af:0xbd47b8e39099c055!8m2!3d28.5517277!4d77.2679676!16s%2Fg%2F11cmg4rdc_!19sChIJr-QNvpDjDDkRVcCZkOO4R70?authuser=0&hl=en&rclk=1,28.5517277,77.2679676,5.95,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Council+Of+International+Languages/data=!4m7!3m6!1s0x390d1d7bf1053ff5:0x1879d41836ebf9c8!8m2!3d28.5530772!4d77.1946585!16s%2Fg%2F11h852vh6z!19sChIJ9T8F8XsdDTkRyPnrNhjUeRg?authuser=0&hl=en&rclk=1,28.5530772,77.1946585,1.34,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/E-Guroo+The+English+Guroo/data=!4m7!3m6!1s0x390d1df5f8a9aa4b:0x7a7f60615adfff0f!8m2!3d28.5470119!4d77.1945142!16s%2Fg%2F11g6jv45vg!19sChIJS6qp-PUdDTkRD__fWmFgf3o?authuser=0&hl=en&rclk=1,28.5470119,77.1945142,1.72,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/adarshacademy/data=!4m7!3m6!1s0x390ce21c51aae6d9:0x13cd737a8af5f483!8m2!3d28.53201!4d77.2128846!16s%2Fg%2F11vk1y3gmf!19sChIJ2eaqURziDDkRg_T1inpzzRM?authuser=0&hl=en&rclk=1,28.53201,77.2128846,2.88,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/ADR+CLASSES/data=!4m7!3m6!1s0x390d1d82fe316dbf:0xf0a7e9f752ced58!8m2!3d28.5655501!4d77.1881967!16s%2Fg%2F11g0mc_qht!19sChIJv20x_oIdDTkRWO0sdZ9-Cg8?authuser=0&hl=en&rclk=1,28.5655501,77.1881967,2.08,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Crackerssuper15+classes/data=!4m7!3m6!1s0x390ce3feb8d073ff:0x7f23c51de591201a!8m2!3d28.5409217!4d77.2024306!16s%2Fg%2F11w21_lmt_!19sChIJ_3PQuP7jDDkRGiCR5R3FI38?authuser=0&hl=en&rclk=1,28.5409217,77.2024306,1.91,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Visa+Walk+%7C+Australia+immigration+consultants+in+Delhi+%7C+Canada+Work+Permit+Visa+%7C+Study+Visa+Consultant/data=!4m7!3m6!1s0x390ce4ffd0000001:0xa0cd45582b900d8f!8m2!3d28.5382672!4d77.1982805!16s%2Fg%2F12hl9451t!19sChIJAQAA0P_kDDkRjw2QK1hFzaA?authuser=0&hl=en&rclk=1,28.5382672,77.1982805,2.32,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Vidya+Shakti+Academy/data=!4m7!3m6!1s0x390d1d847aaaaaab:0x9785673ada4f5fcf!8m2!3d28.567924!4d77.1880786!16s%2Fg%2F11y7hjlzmm!19sChIJq6qqeoQdDTkRz19P2jpnhZc?authuser=0&hl=en&rclk=1,28.567924,77.1880786,2.22,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Techno+Kaksha+-+Best+Computer+Institute+in+Delhi/data=!4m7!3m6!1s0x390ce1443c8d3f11:0xd5ce6d52cff325f8!8m2!3d28.5198604!4d77.2034508!16s%2Fg%2F11fkp5xx1x!19sChIJET-NPEThDDkR-CXzz1JtztU?authuser=0&hl=en&rclk=1,28.5198604,77.2034508,4.2,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Sigma+Tutorials/data=!4m7!3m6!1s0x390d1df4cadb7399:0x8181c30496758ce6!8m2!3d28.5252053!4d77.1477797!16s%2Fg%2F11ss4hg3cj!19sChIJmXPbyvQdDTkR5ox1lgTDgYE?authuser=0&hl=en&rclk=1,28.5252053,77.1477797,6.85,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/TELW+The+English+Workshop/data=!4m7!3m6!1s0x390ce223ae115af1:0x69083c6ec0701a3d!8m2!3d28.5273522!4d77.2089851!16s%2Fg%2F11c2nqt5yb!19sChIJ8VoRriPiDDkRPRpwwG48CGk?authuser=0&hl=en&rclk=1,28.5273522,77.2089851,3.36,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/USA+UnivQuest/data=!4m7!3m6!1s0x390ce21005555555:0xb3880a31557aac0!8m2!3d28.5412974!4d77.2035268!16s%2Fg%2F1yg93py0z!19sChIJVVVVBRDiDDkRwKpXFaOAOAs?authuser=0&hl=en&rclk=1,28.5412974,77.2035268,1.84,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/PIE+Education/data=!4m7!3m6!1s0x390ce2057bffffff:0x5cf93904afc633f6!8m2!3d28.5419526!4d77.2041937!16s%2Fg%2F1v_vr8v6!19sChIJ____ewXiDDkR9jPGrwQ5-Vw?authuser=0&hl=en&rclk=1,28.5419526,77.2041937,1.76,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Excellent+Track/data=!4m7!3m6!1s0x390ce38061df8837:0x3c1e4ac10635f31c!8m2!3d28.5720484!4d77.2232471!16s%2Fg%2F11gk7jydxm!19sChIJN4jfYYDjDDkRHPM1BsFKHjw?authuser=0&hl=en&rclk=1,28.5720484,77.2232471,2.24,YES
"IELTS Coaching or Tuition Institutes in Hauz Khas Enclave, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Chetanya+Career+Consultants+Pvt.+Ltd./data=!4m7!3m6!1s0x390ce34645031673:0x1a2b8e89e23425ed!8m2!3d28.5689305!4d77.2236395!16s%2Fg%2F11sb96h714!19sChIJcxYDRUbjDDkR7SU04omOKxo?authuser=0&hl=en&rclk=1,28.5689305,77.2236395,2.03,YES
"IELTS Coaching or Tuition Institutes in Jangpura, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Meritorious+Academy+Pvt.+Ltd./data=!4m7!3m6!1s0x390ce3073f1338e3:0x77384f9a97c7a33c!8m2!3d28.5824356!4d77.2480967!16s%2Fg%2F11bw1xzsg6!19sChIJ4zgTPwfjDDkRPKPHl5pPOHc?authuser=0&hl=en&rclk=1,28.5824356,77.2480967,4.84,YES
"IELTS Coaching or Tuition Institutes in Jangpura, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Lite+English+School+%7C+best+English+speaking+%2F+learning+institute+in+Delhi+%7C+Public+Speaking+Institute/data=!4m7!3m6!1s0x390ce2525eae298b:0xcce79692bb5e6838!8m2!3d28.5823589!4d77.2476483!16s%2Fg%2F11sgzwgmc2!19sChIJiymuXlLiDDkROGheu5KW58w?authuser=0&hl=en&rclk=1,28.5823589,77.2476483,4.8,YES
"IELTS Coaching or Tuition Institutes in Jangpura, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Kapoor+Coaching+Academy+since+1951+%28COACHING+CENTER+IN+LAJPAT+NAGAR+in+NEW+DELHI%29/data=!4m7!3m6!1s0x390ce2532c5125bd:0x5abde7b55016b1a1!8m2!3d28.5715035!4d77.2402758!16s%2Fg%2F1pp2tyb15!19sChIJvSVRLFPiDDkRobEWULXnvVo?authuser=0&hl=en&rclk=1,28.5715035,77.2402758,3.56,YES
"IELTS Coaching or Tuition Institutes in Jangpura, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/TeachersPride/data=!4m7!3m6!1s0x390ce32b1f9ae25b:0xc3eff1543efe9694!8m2!3d28.5838482!4d77.248442!16s%2Fg%2F11h2qn05dv!19sChIJW-KaHyvjDDkRlJb-PlTx78M?authuser=0&hl=en&rclk=1,28.5838482,77.248442,4.96,YES
"IELTS Coaching or Tuition Institutes in Jangpura, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Ultimate+Study+Centre/data=!4m7!3m6!1s0x390ce33a4012fc49:0xc07b7d31d6539416!8m2!3d28.5832088!4d77.2466894!16s%2Fg%2F11nx66zs0f!19sChIJSfwSQDrjDDkRFpRT1jF9e8A?authuser=0&hl=en&rclk=1,28.5832088,77.2466894,4.78,YES
"IELTS Coaching or Tuition Institutes in Jangpura, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Amity+Institute+For+Competitive+Examinations/data=!4m7!3m6!1s0x390ce24e4b22ca33:0x86f36e74da6bf0e1!8m2!3d28.5677597!4d77.2267535!16s%2Fg%2F1trvjt94!19sChIJM8oiS07iDDkR4fBr2nRu84Y?authuser=0&hl=en&rclk=1,28.5677597,77.2267535,2.2,YES
"IELTS Coaching or Tuition Institutes in Jangpura, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Coaching+institute/data=!4m7!3m6!1s0x390ce30d398572d1:0x2736e4400471726!8m2!3d28.5661009!4d77.2384295!16s%2Fg%2F11sff4tks6!19sChIJ0XKFOQ3jDDkRJhdHAERucwI?authuser=0&hl=en&rclk=1,28.5661009,77.2384295,3.17,YES
"IELTS Coaching or Tuition Institutes in Kidwai Nagar, Delhi",28.5575086,77.2074357,https://www.google.com/maps/place/Tenex+Tutorials/data=!4m7!3m6!1s0x390ce286c65ae1bd:0x81b17ca1ed32114d!8m2!3d28.572903!4d77.2113!16s%2Fg%2F11dxcrpb9z!19sChIJveFaxobiDDkRTREy7aF8sYE?authuser=0&hl=en&rclk=1,28.572903,77.2113,1.75,YES
